"Title","Year","Released","Rated","Runtime","Genre","Director","Language","Country","imdbRating","imdbVotes","imdbID","BoxOffice"
"Waltz with Bashir","2008",2008-06-12,"R","90 min","Documentary, Animation, Biography","Ari Folman","Hebrew, Arabic, German, English","Israel, France, Germany, United States, Finland, Switzerland, Belgium, Australia",8,59533,"tt1185616","$2,283,849"
"Waltz with Bashir","2008",2008-06-12,"R","90 min","Documentary, Animation, Biography","Ari Folman","Hebrew, Arabic, German, English","Israel, France, Germany, United States, Finland, Switzerland, Belgium, Australia",8,59533,"tt1185616","$2,283,849"
"Red Cliff","2008",2009-12-04,"R","148 min","Action, Adventure, Drama","John Woo","Mandarin","China, Hong Kong, Japan, Taiwan, South Korea, United States",7.3,47789,"tt0425637","$627,047"
"Red Cliff","2008",2009-12-04,"R","148 min","Action, Adventure, Drama","John Woo","Mandarin","China, Hong Kong, Japan, Taiwan, South Korea, United States",7.3,47789,"tt0425637","$627,047"
"Red Cliff","2008",2009-12-04,"R","148 min","Action, Adventure, Drama","John Woo","Mandarin","China, Hong Kong, Japan, Taiwan, South Korea, United States",7.3,47789,"tt0425637","$627,047"
"Hayat Var","2008",2009-03-05,"Not Rated","121 min","Drama","Reha Erdem","Turkish, English","Turkey, Greece, Bulgaria",7.3,3411,"tt1370212","N/A"
"The Sky Crawlers","2008",2008-08-02,"PG-13","122 min","Animation, Drama, Sci-Fi","Mamoru Oshii","Japanese","Japan",6.7,5827,"tt1056437","N/A"
"The Sky Crawlers","2008",2008-08-02,"PG-13","122 min","Animation, Drama, Sci-Fi","Mamoru Oshii","Japanese","Japan",6.7,5827,"tt1056437","N/A"
"Forgetting Sarah Marshall","2008",2008-04-18,"R","111 min","Comedy, Drama, Romance","Nicholas Stoller","English, Hawaiian, German, Japanese","United States",7.1,296822,"tt0800039","$63,172,463"
"Forgetting Sarah Marshall","2008",2008-04-18,"R","111 min","Comedy, Drama, Romance","Nicholas Stoller","English, Hawaiian, German, Japanese","United States",7.1,296822,"tt0800039","$63,172,463"
"Forgetting Sarah Marshall","2008",2008-04-18,"R","111 min","Comedy, Drama, Romance","Nicholas Stoller","English, Hawaiian, German, Japanese","United States",7.1,296822,"tt0800039","$63,172,463"
"Australia","2008",2008-11-26,"PG-13","165 min","Adventure, Drama, Romance","Baz Luhrmann","English, Aboriginal, Chinese, Japanese","United Kingdom, Australia, United States",6.6,127921,"tt0455824","$49,554,002"
"Australia","2008",2008-11-26,"PG-13","165 min","Adventure, Drama, Romance","Baz Luhrmann","English, Aboriginal, Chinese, Japanese","United Kingdom, Australia, United States",6.6,127921,"tt0455824","$49,554,002"
"Australia","2008",2008-11-26,"PG-13","165 min","Adventure, Drama, Romance","Baz Luhrmann","English, Aboriginal, Chinese, Japanese","United Kingdom, Australia, United States",6.6,127921,"tt0455824","$49,554,002"
"Ashes of Time","1994",1994-09-17,"R","100 min","Action, Drama","Kar-Wai Wong","Mandarin, Cantonese","Hong Kong, Taiwan",7,16532,"tt0109688","$174,273"
"Ashes of Time","1994",1994-09-17,"R","100 min","Action, Drama","Kar-Wai Wong","Mandarin, Cantonese","Hong Kong, Taiwan",7,16532,"tt0109688","$174,273"
"Ashes of Time","1994",1994-09-17,"R","100 min","Action, Drama","Kar-Wai Wong","Mandarin, Cantonese","Hong Kong, Taiwan",7,16532,"tt0109688","$174,273"
"Killshot","2008",2008-11-13,"R","95 min","Action, Crime, Drama","John Madden","English","United States",6,21755,"tt0443559","$18,643"
"Killshot","2008",2008-11-13,"R","95 min","Action, Crime, Drama","John Madden","English","United States",6,21755,"tt0443559","$18,643"
"Mad Money","2008",2008-01-18,"PG-13","104 min","Comedy, Crime, Thriller","Callie Khouri","English","United States",5.9,22459,"tt0951216","$20,668,843"
"Mad Money","2008",2008-01-18,"PG-13","104 min","Comedy, Crime, Thriller","Callie Khouri","English","United States",5.9,22459,"tt0951216","$20,668,843"
"Mad Money","2008",2008-01-18,"PG-13","104 min","Comedy, Crime, Thriller","Callie Khouri","English","United States",5.9,22459,"tt0951216","$20,668,843"
"Süt","2008",2009-01-02,"N/A","102 min","Drama","Semih Kaplanoglu","Turkish","Turkey, France, Germany",6.6,3290,"tt1284591","N/A"
"¡Maldito bastardo!","2008",2008-05-20,"N/A","83 min","Comedy, Horror","Javi Camino","Spanish","Spain",6.6,58,"tt1056444","N/A"
"American Violet","2008",2009-04-17,"PG-13","103 min","Drama","Tim Disney","English","United States",6.9,2722,"tt1152397","$554,434"
"American Violet","2008",2009-04-17,"PG-13","103 min","Drama","Tim Disney","English","United States",6.9,2722,"tt1152397","$554,434"
"American Violet","2008",2009-04-17,"PG-13","103 min","Drama","Tim Disney","English","United States",6.9,2722,"tt1152397","$554,434"
"Seraphine","2008",2008-10-01,"Unrated","125 min","Biography, Drama","Martin Provost","French, German, Latin","France, Belgium",7.4,6463,"tt1048171","$884,613"
"Seraphine","2008",2008-10-01,"Unrated","125 min","Biography, Drama","Martin Provost","French, German, Latin","France, Belgium",7.4,6463,"tt1048171","$884,613"
"Seraphine","2008",2008-10-01,"Unrated","125 min","Biography, Drama","Martin Provost","French, German, Latin","France, Belgium",7.4,6463,"tt1048171","$884,613"
"Seven Pounds","2008",2008-12-19,"PG-13","123 min","Drama, Mystery, Thriller","Gabriele Muccino","English, Spanish","United States",7.6,311291,"tt0814314","$69,951,824"
"Seven Pounds","2008",2008-12-19,"PG-13","123 min","Drama, Mystery, Thriller","Gabriele Muccino","English, Spanish","United States",7.6,311291,"tt0814314","$69,951,824"
"Seven Pounds","2008",2008-12-19,"PG-13","123 min","Drama, Mystery, Thriller","Gabriele Muccino","English, Spanish","United States",7.6,311291,"tt0814314","$69,951,824"
"Coco Chanel","2008",2008-09-13,"PG","139 min","Biography, Drama","Christian Duguay","English","Italy, France, United Kingdom",6.8,3755,"tt1094661","N/A"
"Goodbye Solo","2008",2009-08-26,"R","91 min","Drama","Ramin Bahrani","English, French, Wolof, Spanish","United States",7.3,6101,"tt1095442","$870,781"
"Goodbye Solo","2008",2009-08-26,"R","91 min","Drama","Ramin Bahrani","English, French, Wolof, Spanish","United States",7.3,6101,"tt1095442","$870,781"
"Goodbye Solo","2008",2009-08-26,"R","91 min","Drama","Ramin Bahrani","English, French, Wolof, Spanish","United States",7.3,6101,"tt1095442","$870,781"
"Bi the Way","2008",2008-03-08,"Not Rated","85 min","Documentary","Brittany Blockman, Josephine Decker","English","United States",6,127,"tt0951257","N/A"
"Phoebe in Wonderland","2008",2010-04-02,"PG-13","96 min","Drama","Daniel Barnz","English","United States",7,8001,"tt1034325","$73,361"
"Phoebe in Wonderland","2008",2010-04-02,"PG-13","96 min","Drama","Daniel Barnz","English","United States",7,8001,"tt1034325","$73,361"
"Phoebe in Wonderland","2008",2010-04-02,"PG-13","96 min","Drama","Daniel Barnz","English","United States",7,8001,"tt1034325","$73,361"
"Zombie Strippers!","2008",2008-09-19,"R","94 min","Comedy, Horror, Sci-Fi","Jay Lee","English","United States",4.1,18788,"tt0960890","N/A"
"Zombie Strippers!","2008",2008-09-19,"R","94 min","Comedy, Horror, Sci-Fi","Jay Lee","English","United States",4.1,18788,"tt0960890","N/A"
"Zombie Strippers!","2008",2008-09-19,"R","94 min","Comedy, Horror, Sci-Fi","Jay Lee","English","United States",4.1,18788,"tt0960890","N/A"
"Hamlet 2","2008",2008-08-27,"R","92 min","Comedy, Music","Andrew Fleming","English, Spanish","United States",6.3,17263,"tt1104733","$4,886,216"
"Hamlet 2","2008",2008-08-27,"R","92 min","Comedy, Music","Andrew Fleming","English, Spanish","United States",6.3,17263,"tt1104733","$4,886,216"
"Hamlet 2","2008",2008-08-27,"R","92 min","Comedy, Music","Andrew Fleming","English, Spanish","United States",6.3,17263,"tt1104733","$4,886,216"
"Deception","2008",2008-04-25,"R","107 min","Crime, Drama, Mystery","Marcel Langenegger","English, Spanish, Cantonese","United States",6,40379,"tt0800240","$4,598,506"
"Deception","2008",2008-04-25,"R","107 min","Crime, Drama, Mystery","Marcel Langenegger","English, Spanish, Cantonese","United States",6,40379,"tt0800240","$4,598,506"
"Deception","2008",2008-04-25,"R","107 min","Crime, Drama, Mystery","Marcel Langenegger","English, Spanish, Cantonese","United States",6,40379,"tt0800240","$4,598,506"
"What Doesn't Kill You","2008",2009-09-10,"R","100 min","Crime, Drama, Thriller","Brian Goodman","English","United States",6.5,12944,"tt1133991","N/A"
"What Doesn't Kill You","2008",2009-09-10,"R","100 min","Crime, Drama, Thriller","Brian Goodman","English","United States",6.5,12944,"tt1133991","N/A"
"What Doesn't Kill You","2008",2009-09-10,"R","100 min","Crime, Drama, Thriller","Brian Goodman","English","United States",6.5,12944,"tt1133991","N/A"
"The Loss of a Teardrop Diamond","2008",2009-10-10,"PG-13","102 min","Drama, Romance","Jodie Markell","English","United States",5.8,2792,"tt0896031","N/A"
"The Loss of a Teardrop Diamond","2008",2009-10-10,"PG-13","102 min","Drama, Romance","Jodie Markell","English","United States",5.8,2792,"tt0896031","N/A"
"The Loss of a Teardrop Diamond","2008",2009-10-10,"PG-13","102 min","Drama, Romance","Jodie Markell","English","United States",5.8,2792,"tt0896031","N/A"
"The Brothers Bloom","2008",2009-06-19,"PG-13","114 min","Action, Adventure, Comedy","Rian Johnson","English, French, Czech, Japanese","United States",6.7,52106,"tt0844286","$3,531,756"
"The Brothers Bloom","2008",2009-06-19,"PG-13","114 min","Action, Adventure, Comedy","Rian Johnson","English, French, Czech, Japanese","United States",6.7,52106,"tt0844286","$3,531,756"
"The Brothers Bloom","2008",2009-06-19,"PG-13","114 min","Action, Adventure, Comedy","Rian Johnson","English, French, Czech, Japanese","United States",6.7,52106,"tt0844286","$3,531,756"
"Rough Aunties","2008",2010-04-16,"Not Rated","103 min","Documentary","Kim Longinotto","Zulu, English","United Kingdom, South Africa",7,147,"tt1179080","N/A"
"Rough Aunties","2008",2010-04-16,"Not Rated","103 min","Documentary","Kim Longinotto","Zulu, English","United Kingdom, South Africa",7,147,"tt1179080","N/A"
"Rain","2008",NA,"R","93 min","Drama","Maria Govan","English","Bahamas",6.6,170,"tt0965440","N/A"
"35 Shots of Rum","2008",2009-02-18,"Unrated","100 min","Drama","Claire Denis","French, German","France, Germany",7.1,5131,"tt1100048","$177,511"
"35 Shots of Rum","2008",2009-02-18,"Unrated","100 min","Drama","Claire Denis","French, German","France, Germany",7.1,5131,"tt1100048","$177,511"
"35 Shots of Rum","2008",2009-02-18,"Unrated","100 min","Drama","Claire Denis","French, German","France, Germany",7.1,5131,"tt1100048","$177,511"
"Everlasting Moments","2008",2008-09-24,"Not Rated","131 min","Drama, History","Jan Troell","Swedish, Finnish","Sweden, Denmark, Norway, Finland, Germany",7.5,5862,"tt0961066","$610,825"
"Everlasting Moments","2008",2008-09-24,"Not Rated","131 min","Drama, History","Jan Troell","Swedish, Finnish","Sweden, Denmark, Norway, Finland, Germany",7.5,5862,"tt0961066","$610,825"
"Everlasting Moments","2008",2008-09-24,"Not Rated","131 min","Drama, History","Jan Troell","Swedish, Finnish","Sweden, Denmark, Norway, Finland, Germany",7.5,5862,"tt0961066","$610,825"
"Examined Life","2008",2009-11-20,"Not Rated","87 min","Documentary","Astra Taylor","English","Canada",7,1808,"tt1279083","$120,712"
"Examined Life","2008",2009-11-20,"Not Rated","87 min","Documentary","Astra Taylor","English","Canada",7,1808,"tt1279083","$120,712"
"Examined Life","2008",2009-11-20,"Not Rated","87 min","Documentary","Astra Taylor","English","Canada",7,1808,"tt1279083","$120,712"
"Adulthood","2008",2008-06-20,"N/A","99 min","Crime, Drama","Noel Clarke","English","United Kingdom",6.6,13041,"tt1126596","N/A"
"Valkyrie","2008",2008-12-25,"PG-13","121 min","Drama, History, Thriller","Bryan Singer","English, German","United States, Germany, Italy, Spain, France, Japan, United Kingdom",7.1,254756,"tt0985699","$83,077,833"
"Valkyrie","2008",2008-12-25,"PG-13","121 min","Drama, History, Thriller","Bryan Singer","English, German","United States, Germany, Italy, Spain, France, Japan, United Kingdom",7.1,254756,"tt0985699","$83,077,833"
"Valkyrie","2008",2008-12-25,"PG-13","121 min","Drama, History, Thriller","Bryan Singer","English, German","United States, Germany, Italy, Spain, France, Japan, United Kingdom",7.1,254756,"tt0985699","$83,077,833"
"Bonnie & Clyde vs. Dracula","2008",2011-03-13,"Not Rated","91 min","Action, Crime, Horror","Timothy Friend","English","United States",4.4,413,"tt1117379","$25,027"
"Outpost","2008",2008-03-11,"R","90 min","Action, Horror, Sci-Fi","Steve Barker","English","United Kingdom",5.8,17775,"tt0892899","N/A"
"The World is Big and Salvation Lurks Around the Corner","2008",2008-10-10,"N/A","105 min","Drama","Stephan Komandarev","Bulgarian, German, Italian, Slovenian, English, Hungarian","Bulgaria, Germany, Slovenia, Hungary, Serbia",7.9,6051,"tt1178197","N/A"
"Transsiberian","2008",2008-09-05,"R","111 min","Crime, Drama, Mystery","Brad Anderson","English, Russian, Spanish, Mandarin, French","United Kingdom, Germany, Spain, Lithuania",6.6,54178,"tt0800241","$2,206,405"
"Transsiberian","2008",2008-09-05,"R","111 min","Crime, Drama, Mystery","Brad Anderson","English, Russian, Spanish, Mandarin, French","United Kingdom, Germany, Spain, Lithuania",6.6,54178,"tt0800241","$2,206,405"
"Transsiberian","2008",2008-09-05,"R","111 min","Crime, Drama, Mystery","Brad Anderson","English, Russian, Spanish, Mandarin, French","United Kingdom, Germany, Spain, Lithuania",6.6,54178,"tt0800241","$2,206,405"
"Merlin","2008–2012",2009-06-21,"TV-PG","45 min","Adventure, Drama, Fantasy","N/A","Old English, English","United Kingdom",7.9,85547,"tt1199099",NA
"Hyakuman-en to nigamushi onna","2008",2008-07-19,"N/A","121 min","Drama","Yuki Tanada","Japanese","Japan",7.1,1549,"tt1077094","N/A"
"While She Was Out","2008",2009-03-26,"R","86 min","Crime, Drama, Thriller","Susan Montford","English, Spanish, Chinese","United States, Canada, Germany",4.8,7140,"tt0887971","N/A"
"While She Was Out","2008",2009-03-26,"R","86 min","Crime, Drama, Thriller","Susan Montford","English, Spanish, Chinese","United States, Canada, Germany",4.8,7140,"tt0887971","N/A"
"While She Was Out","2008",2009-03-26,"R","86 min","Crime, Drama, Thriller","Susan Montford","English, Spanish, Chinese","United States, Canada, Germany",4.8,7140,"tt0887971","N/A"
"Sita Sings the Blues","2008",2009-08-12,"Not Rated","82 min","Animation, Comedy, Fantasy","Nina Paley","English","United States",7.6,4881,"tt1172203","N/A"
"Sita Sings the Blues","2008",2009-08-12,"Not Rated","82 min","Animation, Comedy, Fantasy","Nina Paley","English","United States",7.6,4881,"tt1172203","N/A"
"Sita Sings the Blues","2008",2009-08-12,"Not Rated","82 min","Animation, Comedy, Fantasy","Nina Paley","English","United States",7.6,4881,"tt1172203","N/A"
"The No. 1 Ladies' Detective Agency","2008–2009",2009-03-29,"TV-PG","60 min","Comedy, Crime, Drama","N/A","English, Tswana","United Kingdom, United States, South Africa",8.2,3749,"tt1356380",NA
"Day of the Dead","2008",2008-04-08,"R","86 min","Action, Horror, Sci-Fi, Thriller","Steve Miner","English","USA",4.5,20394,"tt0489018","N/A"
"Day of the Dead","2008",2008-04-08,"R","86 min","Action, Horror, Sci-Fi, Thriller","Steve Miner","English","USA",4.5,20394,"tt0489018","N/A"
"Angus, Thongs and Perfect Snogging","2008",2008-07-25,"PG-13","100 min","Comedy, Drama, Romance","Gurinder Chadha","English","United States, Germany, United Kingdom",6.3,29442,"tt0963743","N/A"
"Angus, Thongs and Perfect Snogging","2008",2008-07-25,"PG-13","100 min","Comedy, Drama, Romance","Gurinder Chadha","English","United States, Germany, United Kingdom",6.3,29442,"tt0963743","N/A"
"Herb & Dorothy","2008",2010-11-13,"Not Rated","87 min","Documentary, Biography","Megumi Sasaki","English","United States",7.6,882,"tt1227929","$194,721"
"Herb & Dorothy","2008",2010-11-13,"Not Rated","87 min","Documentary, Biography","Megumi Sasaki","English","United States",7.6,882,"tt1227929","$194,721"
"Herb & Dorothy","2008",2010-11-13,"Not Rated","87 min","Documentary, Biography","Megumi Sasaki","English","United States",7.6,882,"tt1227929","$194,721"
"Barbie and the Diamond Castle","2008",2008-09-09,"TV-Y","79 min","Animation, Family, Musical","Gino Nichele","English","USA, Canada",6.4,2561,"tt1294138","N/A"
"Three Kingdoms","2008",2008-04-03,"R","102 min","Action, Drama, History","Daniel Lee","Mandarin","China, South Korea, Hong Kong",6.1,6624,"tt0882978","N/A"
"Leonera","2008",2008-05-29,"Not Rated","113 min","Crime, Drama","Pablo Trapero","Spanish, French","Argentina, South Korea, Brazil, Spain",7,3259,"tt1022606","$14,739"
"Leonera","2008",2008-05-29,"Not Rated","113 min","Crime, Drama","Pablo Trapero","Spanish, French","Argentina, South Korea, Brazil, Spain",7,3259,"tt1022606","$14,739"
"Leonera","2008",2008-05-29,"Not Rated","113 min","Crime, Drama","Pablo Trapero","Spanish, French","Argentina, South Korea, Brazil, Spain",7,3259,"tt1022606","$14,739"
"Diary of a Nymphomaniac","2008",2008-10-17,"Not Rated","101 min","Drama, Romance","Christian Molina","Spanish, French","Spain",5.7,11424,"tt1111890","N/A"
"I Sell the Dead","2008",2009-01-16,"Not Rated","85 min","Comedy, Horror","Glenn McQuaid","English","United States",6,11103,"tt0902290","$8,050"
